CGPA,Communication,Aptitude,Projects,Internships,Attendance,Coding,Certifications,Backlogs,College_Tier,Branch,Placed
8.79,7,33,5,3,61,93,4,2,2,EE,1
8.03,2,69,0,1,65,90,8,2,3,ECE,1
7.85,3,80,0,3,79,74,3,0,2,EE,1
5.27,4,100,0,3,70,71,0,5,3,ME,0
5.7,9,34,6,0,81,55,6,0,3,CE,1
8.11,9,61,1,2,67,26,7,4,2,ECE,1
6.04,3,39,0,2,58,99,6,1,3,ECE,1
7.52,9,75,3,1,88,70,8,4,3,ECE,1
7.72,3,95,5,1,94,24,4,2,1,ECE,1
6.42,2,35,1,1,97,77,1,2,1,IT,0
9.74,7,33,3,0,83,34,5,3,1,CSE,1
9.21,8,36,6,1,61,27,7,3,3,ME,1
8.61,5,96,0,1,81,80,1,3,3,ME,1
5.39,9,44,2,2,60,82,6,0,2,ME,1
5.53,3,93,1,3,91,42,3,0,1,ECE,1
7.46,10,56,4,1,98,91,3,3,3,CE,1
5.8,1,69,2,3,78,68,0,4,1,CE,0
9.89,1,45,5,1,96,73,3,1,1,IT,1
5.79,6,82,0,2,74,92,2,2,3,CSE,1
7.44,5,69,2,2,100,45,7,2,2,CE,1
6.82,9,88,2,2,93,69,1,4,2,ECE,1
8.2,5,95,5,1,92,92,8,5,1,CSE,1
5.65,1,92,0,3,58,88,7,3,1,CSE,1
7.15,3,44,1,1,68,29,3,0,3,IT,1
6.37,2,94,4,2,85,21,1,2,2,ECE,1
9.44,1,80,2,1,79,81,6,5,2,CE,1
5.2,3,84,4,3,67,23,7,1,3,EE,1
9.57,4,73,2,0,96,41,6,3,2,IT,1
9.16,10,97,5,3,99,93,3,1,1,ME,1
6.49,9,86,5,1,73,50,1,2,1,ME,1
8.95,5,65,5,0,80,82,3,3,3,ECE,1
5.16,8,60,0,0,87,81,2,1,1,EE,1
9.83,5,44,1,3,80,87,4,1,1,CSE,1
7.63,1,54,6,1,91,24,7,5,3,IT,1
6.52,5,61,4,3,73,100,6,2,3,CSE,1
6.81,2,68,6,3,75,25,4,1,3,EE,1
5.33,6,77,6,1,62,87,2,3,1,ME,1
9.95,1,46,3,1,74,99,0,3,1,ME,1
5.2,3,52,4,1,87,82,3,3,1,CE,1
8.27,2,93,0,2,78,21,7,1,1,IT,1
7.21,8,31,0,0,83,100,6,1,3,EE,1
9.74,9,58,2,2,66,100,4,3,1,EE,1
6.23,7,38,6,3,76,46,3,0,1,ME,1
7.66,6,79,5,3,95,74,1,0,1,ME,1
7.41,3,50,1,2,69,35,6,1,3,CE,1
8.51,4,90,3,0,66,71,6,2,3,CSE,1
5.34,2,56,1,0,98,74,0,3,1,EE,0
5.97,8,63,0,2,86,93,8,1,1,EE,1
6.07,5,99,2,0,65,60,8,5,2,CSE,1
8.69,3,64,0,2,84,83,2,1,3,ME,1
5.95,3,42,3,3,77,80,7,0,1,EE,1
7.87,6,60,2,3,86,94,6,4,3,CE,1
6.08,7,74,0,3,98,36,1,3,1,ECE,1
9.31,5,66,0,2,90,50,0,1,2,EE,1
9.71,4,56,3,1,64,27,5,4,1,ECE,1
7.59,1,54,1,3,72,54,5,0,3,CSE,1
6.76,8,62,4,0,83,90,5,5,2,IT,1
6.17,5,53,3,1,91,90,3,2,1,CSE,1
5.25,5,69,3,0,71,35,1,5,1,ECE,0
6.34,10,70,0,0,70,60,2,3,3,CE,1
8.27,3,98,4,1,90,68,1,1,1,CE,1
7.67,4,67,6,3,73,63,1,0,1,EE,1
9.72,9,97,2,3,96,73,4,0,2,ECE,1
6.98,5,67,0,2,100,94,5,5,2,IT,1
8.47,8,47,4,1,99,53,2,2,3,ECE,1
7.45,4,91,3,2,68,40,4,2,3,CE,1
7.56,9,46,0,1,73,60,3,3,2,ME,1
6.34,9,80,6,3,99,78,2,4,1,ME,1
7.27,10,100,5,2,86,29,5,0,1,EE,1
7.35,4,40,6,3,91,44,8,3,3,CSE,1
8.53,1,75,6,3,63,50,5,2,1,ECE,1
9.7,4,42,6,1,79,55,3,1,1,ECE,1
6.65,8,84,4,1,86,99,2,2,2,ME,1
5.21,6,60,4,0,86,34,8,2,2,ECE,1
7.48,8,95,2,1,87,79,0,5,3,ME,1
7.72,9,85,6,0,75,88,8,0,3,ECE,1
5.84,2,63,6,1,82,37,7,2,3,ME,1
8.8,9,32,4,2,58,43,4,5,2,CSE,1
9.92,7,88,2,3,63,93,5,4,3,CSE,1
9.73,8,77,0,1,58,90,8,1,1,CSE,1
5.99,7,69,0,3,83,20,6,5,3,EE,0
9.38,7,71,6,1,85,37,3,3,2,CSE,1
8.52,3,66,4,2,60,71,6,3,2,ECE,1
7.27,7,73,2,2,56,52,3,2,3,IT,1
7.7,8,77,1,2,55,58,1,4,2,ECE,1
9.25,2,69,3,0,84,63,4,0,3,CE,1
7.4,9,84,5,2,61,78,6,2,2,ME,1
6.87,1,63,1,1,85,85,5,4,2,EE,0
7.47,7,87,5,2,72,59,1,1,1,CE,1
7.9,2,78,4,2,77,86,1,2,1,CE,1
5.95,9,72,2,2,77,93,4,4,2,EE,1
9.5,7,71,4,3,71,33,6,1,2,CE,1
8.37,1,72,0,3,79,55,5,1,2,ECE,1
8.17,5,31,1,3,57,45,5,1,2,CE,1
5.5,7,46,2,3,71,46,5,2,2,ME,1
8.02,1,91,2,3,85,86,4,2,2,CSE,1
5.6,2,69,4,3,77,21,3,3,1,CE,1
5.39,10,41,3,1,72,99,2,0,1,CE,1
7.64,10,32,2,3,82,99,7,4,1,IT,1
7.01,1,66,4,0,67,82,6,3,3,ME,1
7.94,10,63,0,0,58,41,6,3,1,CE,1
5.45,5,99,4,2,68,61,0,1,3,IT,1
7.15,2,54,2,0,73,79,6,4,3,CE,0
5.87,10,76,6,3,84,74,7,1,3,EE,1
9.94,4,44,0,1,64,89,6,4,1,ME,1
7.81,2,76,5,0,56,29,1,0,3,IT,1
8.44,3,79,2,3,67,72,1,0,1,IT,1
6.63,2,65,4,3,57,62,7,0,1,ECE,1
5.47,8,57,2,3,88,49,2,2,3,ECE,1
9.88,3,87,6,3,60,60,2,2,2,EE,1
6.43,10,66,4,0,91,20,8,3,2,ME,1
7.12,8,76,3,1,66,48,3,4,1,EE,1
8.25,1,59,5,3,82,26,0,3,1,CSE,1
5.12,9,97,5,2,95,59,8,4,3,ECE,1
9.05,4,44,0,2,83,92,5,1,3,CE,1
7.68,5,64,0,3,89,70,1,2,3,ECE,1
6.39,7,89,2,3,100,87,0,1,2,CE,1
5.31,2,30,3,2,99,68,7,4,3,IT,0
5.81,5,55,5,1,56,31,0,5,2,EE,0
9.48,1,39,1,0,70,59,8,0,3,CSE,1
8.43,4,57,0,3,73,40,0,4,2,ME,1
6.25,2,82,0,3,60,80,4,4,3,CE,1
5.33,6,48,2,1,60,77,6,4,2,ECE,0
8.45,7,78,2,0,56,66,1,1,1,CE,1
7.86,2,96,5,3,83,23,0,0,1,CSE,1
7.02,10,71,1,3,66,77,1,4,2,ECE,1
6.82,9,78,1,1,64,97,6,1,2,CE,1
6.08,6,39,6,1,100,26,3,0,2,ECE,1
8.35,6,36,2,3,92,31,7,1,1,CSE,1
9.85,7,97,5,2,98,82,2,2,2,IT,1
5.88,7,37,4,0,66,23,7,4,1,IT,0
7.99,9,89,1,2,88,24,4,1,3,IT,1
7.12,10,53,5,0,62,29,1,0,2,EE,1
7.23,4,68,6,1,97,58,5,3,1,EE,1
6.27,8,45,4,2,84,51,4,4,3,IT,1
9.13,2,36,1,2,73,81,3,3,2,CE,1
7.43,7,65,4,0,79,40,4,0,3,CE,1
7.72,8,58,5,3,58,90,3,4,3,ECE,1
6.52,8,41,1,3,65,32,5,0,1,IT,1
5.91,6,83,3,3,55,66,6,0,2,EE,1
5.43,8,47,5,2,95,98,6,3,2,CE,1
8.57,5,31,5,1,74,97,3,1,1,IT,1
5.98,9,36,6,3,65,66,4,3,1,ME,1
8.45,1,72,4,1,97,63,2,1,1,IT,1
6.95,9,58,6,0,83,31,0,2,1,EE,1
7.08,10,33,6,2,57,77,0,1,1,CE,1
7.35,2,54,0,3,57,87,2,4,1,CSE,1
6.84,7,99,1,0,76,27,4,4,2,EE,1
5.5,6,61,5,3,94,91,2,1,2,ECE,1
6.55,7,32,3,3,92,50,2,1,1,IT,1
8.32,10,31,4,1,78,44,3,5,2,ECE,1
8.33,10,74,4,3,96,28,6,3,3,ECE,1
6.43,5,85,4,1,93,95,6,3,3,CSE,1
7.3,7,38,1,3,74,82,7,5,2,ME,1
5.97,9,59,2,3,91,93,6,2,1,CE,1
6.05,1,54,2,3,69,100,3,5,1,ECE,0
5.12,8,81,3,3,63,54,0,0,1,CSE,1
9.48,4,34,3,2,81,65,4,5,2,ECE,1
6.05,9,59,6,0,73,61,1,2,3,IT,1
6.14,9,54,6,3,90,80,5,3,1,CE,1
6.4,7,78,6,0,63,41,2,0,1,ME,1
5.64,9,95,5,2,87,44,3,5,3,ME,1
8.2,4,89,3,1,59,24,4,2,3,EE,1
5.38,10,41,5,1,99,75,3,4,1,ME,1
5.67,1,42,1,1,56,61,7,3,2,ME,0
8.22,7,63,1,1,58,38,0,5,1,IT,0
6.7,10,65,2,0,74,50,3,2,3,IT,1
8.54,1,73,0,2,83,39,0,5,2,CSE,0
7.79,10,53,4,0,77,28,2,4,1,ME,1
6.28,6,39,1,2,61,96,8,0,2,ECE,1
8.25,8,82,4,0,84,87,3,4,3,CSE,1
5.58,9,41,1,0,63,34,0,2,3,IT,0
7.68,2,51,2,1,67,32,5,4,3,ECE,0
7.19,6,70,1,0,96,93,0,3,2,CE,1
6.34,4,73,6,1,71,39,7,3,1,CE,1
8.02,1,92,6,3,82,41,0,5,2,IT,1
9.36,4,98,0,2,89,33,3,4,3,EE,1
9.99,9,35,2,2,59,46,4,0,1,ECE,1
8.04,1,88,1,3,97,91,2,3,3,ME,1
7.02,10,84,6,3,93,73,5,0,2,EE,1
6.13,3,40,2,1,88,85,0,4,1,IT,0
6.29,2,82,6,2,94,73,6,2,2,EE,1
7.4,9,48,0,1,78,69,6,3,2,ECE,1
6.84,3,100,3,0,85,42,6,1,1,ECE,1
9.57,6,49,3,1,88,46,0,5,3,IT,1
6.84,5,36,5,1,94,86,2,5,1,ECE,1
6.87,8,62,3,2,67,95,1,5,3,EE,1
6.92,4,43,6,0,83,95,8,3,1,CE,1
9.18,6,69,6,0,100,65,6,4,1,CE,1
8.25,3,95,5,2,85,20,7,0,2,CE,1
8.07,8,100,1,3,56,63,0,0,2,CE,1
6.67,10,72,5,1,56,23,4,1,3,CE,1
9.09,6,100,0,2,58,64,1,0,1,ECE,1
5.19,6,87,3,0,62,85,8,3,1,CSE,1
9.35,9,44,0,2,87,20,1,5,3,CSE,1
7.56,1,47,6,0,83,93,2,2,3,ECE,1
6.99,1,32,3,3,87,50,8,1,2,CE,1
7.49,5,68,6,3,56,28,1,4,1,IT,1
8.34,3,45,0,1,58,97,0,0,1,ME,1
5.06,3,36,2,0,72,94,0,4,1,IT,0
9.36,7,33,5,0,67,31,6,5,1,CSE,1
7.23,7,73,4,2,71,26,4,1,1,CSE,1
6.71,7,45,1,2,85,23,0,1,2,IT,1
5.69,10,78,5,3,69,91,4,5,2,ME,1
7.2,10,45,3,1,92,20,7,2,2,EE,1
7.48,7,62,6,0,98,81,2,5,3,ECE,1
7.02,5,52,3,3,59,24,7,0,2,EE,1
8.39,10,94,4,3,92,65,0,3,1,EE,1
7.1,5,85,2,3,72,60,6,2,2,IT,1
9.81,2,69,3,0,69,84,5,3,3,ME,1
8.0,1,99,5,2,95,20,4,2,2,CSE,1
9.04,6,93,6,2,99,74,6,4,1,CSE,1
5.55,5,74,1,3,62,65,4,2,1,CE,1
6.99,8,85,4,0,95,29,5,1,3,EE,1
6.68,1,56,5,0,57,57,0,1,3,EE,1
7.85,8,31,1,2,91,84,0,2,3,CE,1
9.31,7,36,1,1,57,50,2,1,3,CE,1
5.39,1,75,6,3,66,22,0,3,3,CSE,0
5.36,9,75,0,2,88,92,3,3,1,CE,1
9.25,9,56,2,2,57,65,7,5,1,ME,1
6.06,9,95,3,0,86,89,3,0,1,EE,1
8.34,10,43,2,2,86,55,5,4,3,CSE,1
7.71,6,90,6,0,95,94,0,2,1,IT,1
9.16,3,33,5,0,98,39,5,1,3,ME,1
5.63,10,44,1,0,98,41,4,0,1,CE,1
5.65,10,73,2,3,94,41,0,2,2,EE,1
7.78,8,39,4,1,87,61,7,2,3,CSE,1
9.73,9,62,5,1,78,86,5,1,2,EE,1
7.07,8,32,3,1,85,54,8,4,2,IT,1
6.63,10,69,5,0,70,95,1,1,1,CSE,1
8.03,1,35,4,0,65,89,8,2,2,ECE,1
9.65,2,50,6,1,61,98,3,0,3,IT,1
9.18,7,60,2,2,68,79,5,5,1,CE,1
9.98,7,55,1,2,81,76,7,3,2,CE,1
5.11,9,87,5,1,74,82,0,3,2,CSE,1
5.56,5,83,1,0,88,41,3,1,3,ME,1
8.05,4,87,2,3,56,58,7,3,1,ECE,1
9.1,1,97,6,1,59,68,1,5,1,ME,1
6.43,7,36,6,2,95,43,2,3,2,CSE,1
6.2,7,67,6,2,67,61,3,3,2,CE,1
8.93,8,67,5,3,55,79,2,4,2,CSE,1
5.28,10,91,4,3,91,60,5,1,3,ECE,1
6.85,9,64,1,1,64,51,7,1,3,CE,1
7.53,4,57,4,2,59,38,7,3,2,CSE,1
7.8,5,67,0,2,58,60,8,1,2,ECE,1
8.64,3,68,1,2,76,25,6,0,3,CSE,1
6.77,2,66,5,1,72,63,6,2,3,EE,1
8.06,10,62,6,2,89,98,1,0,2,IT,1
7.93,7,82,2,3,94,34,1,4,3,CE,1
7.74,5,88,2,0,76,53,4,4,2,CE,1
8.2,2,60,0,1,78,83,8,1,3,ECE,1
6.3,6,46,0,1,56,79,2,1,1,ME,1
5.42,5,52,4,2,69,28,4,1,2,CSE,1
5.6,1,82,1,3,77,81,4,2,1,CE,1
6.12,10,38,3,2,60,52,8,4,1,EE,1
7.5,7,35,1,1,99,72,2,4,2,ECE,1
9.2,9,72,4,2,57,72,0,3,2,CE,1
8.51,2,90,3,1,58,89,5,3,1,IT,1
8.95,4,48,2,1,76,100,4,2,2,ME,1
6.75,8,82,1,0,67,37,3,0,1,EE,1
7.02,6,46,1,1,71,34,1,1,1,ECE,1
6.97,2,33,1,3,81,44,2,0,1,CSE,1
5.96,1,38,5,3,86,56,6,2,2,CSE,1
5.31,5,60,0,2,57,23,8,2,2,CSE,1
7.95,8,85,5,3,65,95,6,4,1,CSE,1
9.95,7,76,1,1,93,64,2,0,1,ME,1
5.83,2,35,0,2,59,44,5,2,3,EE,0
5.23,10,36,6,3,69,27,7,5,1,CSE,1
8.9,8,81,1,3,60,85,1,1,3,EE,1
6.26,2,95,3,3,94,97,1,2,3,CSE,1
9.15,4,93,6,0,78,65,8,0,2,ME,1
8.52,8,54,6,0,70,44,3,5,3,ME,1
9.73,8,83,3,3,67,46,2,4,3,IT,1
7.04,3,80,6,2,73,41,7,1,1,CE,1
8.31,10,32,5,0,65,27,8,4,1,ECE,1
7.32,4,73,5,0,74,74,7,1,3,CSE,1
8.15,7,59,0,2,98,69,7,1,3,ME,1
7.25,8,66,5,1,67,72,4,2,3,ME,1
5.94,9,57,5,0,79,55,7,2,3,CSE,1
7.54,3,78,4,3,69,93,3,1,1,EE,1
7.64,7,85,6,1,71,22,3,5,2,CSE,1
9.05,3,63,0,1,86,45,1,2,2,CSE,1
8.68,6,33,6,1,90,80,3,4,3,IT,1
8.32,8,78,1,1,82,29,0,5,3,ME,0
5.57,7,87,3,0,93,25,6,4,3,CE,1
8.6,4,60,4,0,99,63,3,2,3,ECE,1
7.5,7,98,4,2,95,40,8,1,1,CSE,1
9.47,5,72,0,0,79,93,2,2,3,ECE,1
9.6,7,87,3,1,96,100,7,0,2,CSE,1
5.28,1,72,0,2,85,91,1,2,2,ME,0
9.1,8,75,4,2,55,76,4,4,2,CE,1
5.19,4,98,4,1,74,76,7,2,3,CE,1
6.84,10,78,4,3,69,65,2,0,2,CSE,1
7.71,6,67,3,2,97,55,3,5,3,ECE,1
5.74,5,51,0,0,98,90,6,3,3,ME,0
8.73,6,80,0,2,65,85,3,0,3,CE,1
5.04,6,92,2,0,72,98,6,5,2,CSE,1
5.84,10,35,2,0,80,45,5,5,1,EE,0
7.9,5,34,5,0,90,79,5,1,1,ME,1
8.57,1,74,5,0,69,23,0,3,2,CSE,1
9.58,6,66,0,2,100,23,6,1,2,CE,1
8.53,10,38,2,1,100,70,8,3,2,IT,1
8.36,10,78,5,3,63,85,5,4,3,CE,1
6.97,6,45,6,1,89,58,6,3,2,EE,1
5.01,1,30,5,0,73,24,0,3,2,ECE,0
5.6,10,50,6,3,88,29,3,2,1,CE,1
7.67,8,87,5,1,76,75,0,3,2,ME,1
8.38,8,47,5,0,84,21,4,5,3,EE,1
7.09,2,51,1,0,88,54,4,0,1,EE,1
8.65,2,76,3,1,91,46,3,4,2,IT,1
7.61,9,78,5,0,93,87,2,4,2,EE,1
5.37,9,52,1,3,87,30,5,4,2,EE,1
5.96,4,73,1,3,99,44,7,5,3,CE,1
9.2,6,96,4,2,73,54,8,4,1,IT,1
8.62,2,66,6,0,99,78,7,0,2,ECE,1
9.47,5,80,4,2,65,72,7,5,1,ECE,1
5.59,9,56,5,2,55,46,0,2,1,EE,1
9.95,5,30,6,0,92,92,7,2,1,IT,1
6.05,8,58,2,0,88,77,4,0,1,IT,1
5.06,1,80,3,3,96,61,0,2,3,IT,1
9.99,8,55,0,1,55,99,1,3,3,CSE,1
6.41,3,73,1,3,90,66,5,3,2,ME,1
8.34,10,76,4,2,70,21,0,3,2,CSE,1
5.88,6,69,3,0,74,63,2,0,3,CSE,1
7.9,10,41,2,1,66,23,2,3,2,ECE,1
9.52,1,70,0,2,74,31,6,2,1,ECE,1
6.6,9,64,2,3,81,97,6,0,1,ECE,1
8.35,6,80,0,3,81,56,2,1,2,EE,1
5.94,4,37,3,1,94,98,8,0,2,ME,1
8.12,4,32,6,0,57,90,0,1,1,EE,1
6.68,9,63,5,0,99,52,7,0,1,IT,1
6.06,4,62,3,2,96,75,2,3,3,ME,1
6.57,5,64,1,1,74,22,1,0,3,CSE,1
5.89,1,63,2,2,94,64,4,1,2,CE,1
9.51,10,88,4,0,55,81,0,0,2,CE,1
6.99,3,46,6,0,96,81,4,5,3,IT,1
6.23,10,48,3,2,82,51,6,5,1,ECE,1
7.24,9,50,1,0,88,51,6,3,2,CSE,1
6.6,8,47,0,2,90,42,8,0,1,IT,1
8.72,6,78,0,1,83,25,6,1,3,CSE,1
9.86,6,75,6,1,94,57,4,1,2,CSE,1
7.19,2,76,4,0,92,97,3,4,2,IT,1
9.31,5,89,5,3,65,57,7,1,2,CSE,1
7.83,1,51,2,0,56,54,2,3,3,IT,0
5.79,6,51,4,3,56,20,0,5,2,EE,0
8.45,7,45,0,0,72,28,2,5,3,ME,0
7.57,6,66,6,1,84,56,2,1,3,EE,1
8.25,2,83,4,3,95,20,7,4,2,ME,1
9.45,1,30,3,1,62,76,1,3,1,IT,1
7.2,2,88,3,1,76,50,5,1,2,EE,1
9.51,4,70,4,0,95,79,4,1,1,ME,1
8.75,5,49,6,2,83,46,6,4,2,CSE,1
7.44,6,68,5,0,90,88,7,2,1,EE,1
8.02,10,93,6,3,91,25,1,4,2,ME,1
6.63,4,99,1,3,99,72,0,1,1,CSE,1
9.92,8,53,6,1,80,95,3,1,1,ECE,1
8.34,5,75,6,1,58,79,2,2,3,ME,1
5.22,3,85,1,2,61,75,1,1,1,ME,1
6.63,9,54,2,2,76,40,4,2,3,ECE,1
8.12,1,64,1,3,94,96,6,0,1,CSE,1
5.28,7,46,0,1,93,21,5,1,3,ECE,1
5.12,2,64,6,3,69,42,8,4,1,CSE,1
7.25,6,60,2,0,79,69,3,3,2,EE,1
6.66,3,67,4,1,97,34,6,0,3,ME,1
7.19,5,85,3,0,90,59,3,1,3,CE,1
6.31,3,51,4,0,75,55,0,0,2,ME,1
5.82,7,63,4,3,93,39,1,4,1,IT,1
8.45,3,61,4,3,98,97,6,1,3,EE,1
7.57,10,60,0,3,87,24,5,1,3,EE,1
6.0,3,92,4,3,80,66,3,0,3,IT,1
6.6,3,78,1,0,60,40,3,3,1,IT,0
7.96,6,94,5,3,84,91,4,0,1,ME,1
5.36,9,53,2,3,73,35,6,4,3,ME,1
5.74,5,35,2,0,93,64,1,4,2,CSE,0
5.37,8,54,5,3,80,24,5,2,1,ECE,1
9.06,8,89,3,2,87,29,6,0,2,IT,1
8.76,6,32,4,2,58,54,3,2,1,EE,1
8.77,8,30,5,3,78,22,8,3,3,ME,1
8.58,4,80,6,3,78,88,0,1,2,ECE,1
8.35,3,60,4,3,88,20,2,2,3,ME,1
7.38,1,91,5,3,72,46,0,3,1,CSE,1
8.21,4,99,2,0,97,43,1,3,3,EE,1
5.19,1,91,3,1,99,62,3,3,1,CSE,1
8.11,5,52,0,3,90,57,4,0,3,CSE,1
8.89,3,85,5,0,60,32,4,0,1,CSE,1
7.5,5,44,0,2,82,52,4,2,1,EE,1
6.79,6,41,6,1,65,25,2,4,3,IT,0
6.39,7,47,2,2,78,28,4,4,1,EE,1
8.21,6,40,3,1,95,71,3,0,2,CSE,1
8.46,8,65,1,3,78,22,3,2,1,CE,1
9.35,9,76,3,0,60,82,1,0,2,CE,1
6.71,9,82,4,2,78,77,6,5,2,CSE,1
8.85,2,74,2,2,87,26,6,2,3,CSE,1
7.81,7,59,1,0,57,61,5,1,2,EE,1
9.41,8,38,6,3,97,51,3,3,2,ECE,1
7.64,1,86,6,2,81,58,6,5,1,CE,1
7.59,2,45,4,1,98,67,0,1,1,ME,1
7.89,9,76,0,2,57,29,3,2,2,CE,1
8.75,10,94,0,0,71,34,4,4,2,EE,1
9.82,4,95,3,1,95,37,7,4,2,ECE,1
5.37,5,85,4,0,64,29,2,5,3,EE,0
5.27,6,47,2,1,87,80,3,0,3,EE,1
9.69,5,51,0,3,76,52,3,3,2,CSE,1
7.65,10,61,1,3,71,58,4,5,3,CSE,1
8.07,2,100,5,1,72,65,6,4,2,ECE,1
7.41,3,95,4,3,65,55,5,5,1,EE,1
5.47,1,99,3,1,71,96,4,0,1,IT,1
8.84,5,76,1,0,57,93,6,1,1,IT,1
8.74,5,75,0,0,99,20,0,3,2,ECE,1
6.56,5,80,2,1,92,56,7,5,3,ME,1
6.53,4,87,3,1,95,87,8,1,2,IT,1
9.19,10,33,5,3,85,90,8,5,1,CSE,1
5.36,4,32,2,1,92,40,1,5,2,CE,0
9.41,2,36,5,3,74,69,3,1,3,ME,1
6.28,5,88,2,1,98,43,6,0,1,ME,1
7.96,10,95,6,2,91,92,4,4,3,CSE,1
9.68,1,61,5,1,59,37,2,0,1,EE,1
8.39,8,41,3,0,92,34,3,1,2,ME,1
7.07,9,44,4,2,76,82,0,1,1,EE,1
8.45,9,93,2,1,60,29,2,2,3,IT,1
6.72,3,38,2,0,84,99,1,1,1,IT,1
6.39,2,39,5,1,82,35,2,5,3,CSE,0
9.98,1,70,4,1,73,78,3,0,3,CSE,1
8.75,4,56,3,0,56,82,6,3,1,IT,1
8.22,4,76,6,3,84,22,4,3,1,CSE,1
6.78,8,97,0,1,63,40,5,1,2,ME,1
5.25,9,73,3,0,65,98,6,1,1,CSE,1
5.16,10,77,6,3,77,38,0,2,2,ME,1
7.77,2,87,4,3,96,66,4,0,2,CE,1
8.81,5,66,3,3,65,47,8,5,3,CE,1
7.69,2,99,0,3,56,27,1,1,2,CSE,1
9.2,1,45,4,0,84,70,1,0,1,ECE,1
5.17,10,55,5,3,88,61,7,2,1,CSE,1
6.83,8,63,2,0,77,75,1,5,2,IT,0
6.19,3,31,5,1,92,35,4,4,1,CSE,0
7.24,7,97,1,2,94,36,4,2,1,IT,1
5.36,10,51,3,0,58,28,1,1,2,ECE,1
9.77,7,81,4,3,76,76,6,2,2,ME,1
6.12,8,84,6,0,63,41,0,4,3,IT,1
9.61,8,57,4,0,87,89,5,1,1,CE,1
7.13,2,67,4,3,80,64,2,2,1,ME,1
9.93,1,41,6,2,96,31,3,1,1,CE,1
7.77,8,72,2,3,92,68,6,2,1,ME,1
9.65,9,80,1,0,76,91,1,5,2,ME,1
5.03,4,75,2,0,71,75,5,4,1,IT,0
8.74,4,90,1,3,69,21,3,2,3,IT,1
9.52,6,61,0,3,77,38,1,5,1,ME,1
5.7,9,51,0,0,92,36,8,5,2,IT,0
5.48,1,60,1,1,57,27,7,1,3,ECE,0
7.12,8,30,5,3,89,63,4,2,2,EE,1
9.67,1,86,5,3,76,33,0,1,2,IT,1
7.71,4,86,2,2,65,29,4,2,1,ECE,1
7.64,2,49,6,3,73,65,2,0,2,ECE,1
5.71,7,55,6,1,67,83,5,0,2,ME,1
5.0,9,47,0,1,91,43,1,2,1,CE,1
9.05,7,98,6,0,75,20,1,2,1,IT,1
5.44,1,39,2,3,96,85,8,3,1,IT,1
8.17,8,79,3,1,81,56,5,2,2,EE,1
9.57,5,96,0,0,85,51,4,4,2,ME,1
6.04,9,67,6,3,75,39,7,0,1,EE,1
8.33,9,83,4,3,70,68,6,0,1,EE,1
5.39,2,82,6,1,70,76,6,1,3,ME,1
8.02,8,32,4,0,73,53,7,2,3,EE,1
5.82,4,41,5,2,98,39,2,1,2,CSE,1
8.68,6,69,2,2,91,37,1,5,2,ECE,1
6.51,10,80,5,0,86,96,5,0,1,CSE,1
7.32,1,93,2,1,56,36,1,0,3,ECE,1
8.0,8,71,1,3,73,37,2,5,1,IT,1
5.86,8,46,0,0,68,30,0,2,3,IT,0
8.71,6,53,1,1,75,36,2,5,3,ME,0
6.51,5,79,3,2,73,44,8,4,2,EE,1
8.31,2,99,0,1,91,63,0,1,1,IT,1
5.79,4,100,3,3,79,81,0,1,2,IT,1
8.44,7,79,2,1,96,81,0,3,1,ME,1
5.64,9,30,0,1,76,65,2,5,2,ME,0
7.13,7,94,3,2,74,91,2,2,3,ECE,1
6.24,3,93,6,0,80,94,4,0,1,CSE,1
8.74,6,81,5,1,78,31,0,5,1,ME,1
6.31,3,47,1,0,85,59,0,4,2,EE,0
9.41,1,81,5,0,99,56,3,3,1,CSE,1
9.46,10,68,2,2,94,80,6,1,1,CE,1
5.98,1,66,6,3,74,65,3,1,1,CSE,1
8.07,8,70,4,1,95,73,2,0,2,EE,1
5.44,6,73,1,2,65,93,4,1,3,ECE,1
6.96,1,37,2,1,93,60,5,4,1,EE,0
8.57,10,62,0,1,98,53,6,2,3,CSE,1
8.3,6,84,5,0,99,35,3,4,3,ECE,1
8.12,8,49,0,1,85,53,1,0,2,CE,1
6.41,2,55,6,1,95,48,8,1,1,EE,1
6.89,5,86,4,2,86,51,3,0,1,CSE,1
5.51,6,31,0,2,82,89,0,0,2,ECE,1
8.6,5,55,2,0,93,91,6,4,3,EE,1
7.52,4,62,4,3,87,47,3,3,1,ME,1
8.54,10,99,5,2,94,94,2,4,3,CE,1
6.24,9,94,1,1,90,65,3,0,3,EE,1
6.62,6,73,5,2,87,67,0,1,1,ECE,1
6.67,1,51,3,2,66,52,6,0,1,ECE,1
5.13,6,96,0,1,76,40,2,3,3,IT,0
6.71,7,85,3,0,81,79,2,0,2,ME,1
9.02,7,31,2,0,60,54,8,5,3,EE,1
9.49,3,70,2,2,89,56,0,4,3,ME,1
7.59,2,37,2,0,89,70,6,2,2,CSE,1
7.28,4,34,0,2,97,59,3,3,1,ECE,1
5.15,10,42,3,0,85,47,4,2,2,ECE,1
9.4,7,62,1,1,60,21,5,0,1,IT,1
5.07,7,92,5,3,91,36,8,5,3,IT,1
9.72,8,88,3,1,99,33,6,2,3,CSE,1
7.45,3,72,3,3,68,39,7,0,1,ECE,1
6.71,1,33,4,1,57,69,4,4,1,CE,0
